               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.056363,            0.011576,                   0,            0.072095,             0.13462,            0.051633,            0.016252,            0.077354,              0.0126,                   0,            0.008812,            0.008812,            0.008812
                  38,            0.049939,            0.011849,                   0,            0.096963,             0.15696,            0.075171,            0.016593,            0.072818,            0.014938,                   0,            0.008779,            0.008779,            0.008779
                  39,            0.049269,            0.011166,                   0,             0.19007,             0.19231,             0.12378,            0.037637,            0.068707,            0.014603,                   0,            0.008746,            0.008746,            0.008746
                  40,            0.046987,            0.011198,                   0,             0.11661,             0.11538,            0.057716,            0.018657,            0.074258,            0.018021,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.045588,             0.01118,                   0,              0.2661,            0.096154,            0.059643,            0.014123,            0.073816,            0.017845,                   0,             0.00868,             0.00868,             0.00868
                  42,            0.048304,            0.010322,                   0,              0.1739,             0.11538,            0.079869,            0.021083,            0.072482,             0.01453,                   0,            0.008647,            0.008647,            0.008647
                  43,            0.047009,             0.01054,                   0,             0.15113,             0.28846,             0.11237,            0.028671,            0.072401,             0.01432,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.045249,            0.010248,                   0,             0.12744,             0.23077,            0.072862,            0.021753,            0.072507,             0.01577,                   0,            0.008581,            0.008581,            0.008581
                  45,            0.044851,           0.0097687,                   0,             0.18014,             0.17308,            0.084025,            0.022953,            0.074519,            0.015072,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.042844,           0.0092227,                   0,             0.16774,             0.21154,            0.083111,            0.024342,            0.074075,            0.014931,                   0,            0.008515,            0.008515,            0.008515
                  47,              0.0453,           0.0095994,                   0,             0.32585,             0.21154,             0.14861,            0.034751,            0.073785,            0.014545,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.041175,           0.0093017,                   0,             0.21216,             0.19231,             0.10137,            0.028428,             0.07281,            0.014858,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.043215,           0.0094909,                   0,              0.1562,             0.32692,             0.13134,            0.034608,            0.069136,             0.01453,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.044404,           0.0089215,                   0,             0.22342,             0.26923,             0.15939,            0.041549,            0.073536,            0.013504,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.042539,           0.0090165,                   0,             0.30395,             0.30769,             0.16361,            0.036002,            0.073335,            0.013958,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.044079,           0.0084561,                   0,             0.22414,             0.15385,            0.096518,            0.024701,            0.078389,            0.014503,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.041235,           0.0088278,                   0,             0.28522,            0.096154,            0.086993,            0.018759,            0.085784,            0.014988,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.040113,           0.0085836,                   0,             0.17551,             0.11538,            0.070443,            0.011306,            0.091021,            0.013803,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.037863,           0.0086254,                   0,             0.10405,             0.17308,            0.040692,            0.011264,            0.083146,            0.013563,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.039553,           0.0084679,                   0,             0.10371,                0.25,            0.061326,            0.016064,            0.078636,            0.014473,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.040187,           0.0081606,                   0,             0.44737,             0.17308,             0.14473,            0.030688,            0.077899,            0.012941,                   0,            0.008152,            0.008152,            0.008152
                  58,             0.03846,           0.0081843,                   0,             0.38157,             0.17308,             0.16793,            0.041746,            0.071872,            0.013567,                   0,            0.008119,            0.008119,            0.008119
                  59,            0.036489,           0.0082137,                   0,             0.38326,             0.17943,             0.16456,              0.0463,            0.076017,              0.0126,                   0,            0.008086,            0.008086,            0.008086
                  60,            0.034086,           0.0081708,                   0,             0.48302,             0.17308,             0.19262,            0.050471,            0.075927,            0.012558,                   0,            0.008053,            0.008053,            0.008053
                  61,            0.037194,           0.0075813,                   0,             0.27869,             0.26923,             0.17654,            0.055106,            0.075313,            0.012314,                   0,             0.00802,             0.00802,             0.00802
                  62,            0.036021,             0.00744,                   0,             0.40563,                0.25,             0.23427,            0.069601,            0.068826,            0.013859,                   0,            0.007987,            0.007987,            0.007987
                  63,            0.037348,           0.0076002,                   0,             0.39906,             0.30769,             0.22699,            0.082102,            0.068841,            0.013353,                   0,            0.007954,            0.007954,            0.007954
                  64,            0.035905,           0.0070531,                   0,              0.4079,             0.30769,             0.27933,            0.075817,            0.067367,            0.013805,                   0,            0.007921,            0.007921,            0.007921
                  65,            0.033558,           0.0074269,                   0,             0.41639,             0.34615,             0.34325,             0.10243,            0.067159,            0.013073,                   0,            0.007888,            0.007888,            0.007888
                  66,            0.037159,           0.0070346,                   0,             0.49881,             0.30769,             0.30828,             0.10222,            0.067395,            0.013041,                   0,            0.007855,            0.007855,            0.007855
                  67,            0.032634,           0.0070392,                   0,             0.53693,             0.28992,             0.33124,            0.096814,            0.067454,            0.013369,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.034084,           0.0069533,                   0,             0.42393,             0.30769,             0.31725,            0.098148,            0.067503,             0.01351,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.034036,           0.0071653,                   0,             0.43647,             0.36538,             0.33809,               0.105,            0.067319,            0.013077,                   0,            0.007756,            0.007756,            0.007756
                  70,             0.03321,           0.0066154,                   0,             0.39728,             0.30769,             0.27342,            0.089554,            0.067128,             0.01334,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.033089,            0.006569,                   0,             0.36238,             0.34615,             0.27839,            0.087256,            0.065437,            0.014122,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.031877,           0.0067481,                   0,             0.51714,             0.26923,             0.33587,             0.10987,            0.063782,            0.013754,                   0,            0.007657,            0.007657,            0.007657
                  73,            0.030007,           0.0061726,                   0,             0.50142,             0.30769,             0.32906,            0.096007,            0.064324,            0.014101,                   0,            0.007624,            0.007624,            0.007624
                  74,            0.030401,           0.0063529,                   0,             0.35617,             0.36538,             0.29291,            0.098736,            0.064137,            0.013824,                   0,            0.007591,            0.007591,            0.007591
                  75,            0.032627,           0.0064175,                   0,             0.46725,             0.40385,             0.36598,             0.10415,            0.064703,            0.013313,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.032007,           0.0063123,                   0,             0.37303,             0.36538,             0.25171,            0.068809,            0.065074,             0.01347,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.032527,           0.0063123,                   0,             0.44623,             0.32692,             0.29299,            0.094415,            0.066674,            0.014084,                   0,            0.007492,            0.007492,            0.007492
                  78,            0.030601,           0.0062528,                   0,             0.43227,             0.30769,             0.28724,            0.076042,            0.069646,            0.013664,                   0,            0.007459,            0.007459,            0.007459
                  79,             0.03108,           0.0061177,                   0,             0.42297,                0.25,             0.20429,            0.050693,            0.073218,            0.013195,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.027553,           0.0061415,                   0,             0.36268,             0.30769,             0.23164,            0.057324,              0.0736,            0.012981,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.030887,           0.0056288,                   0,             0.34823,             0.23077,             0.19741,            0.066567,            0.074229,            0.013046,                   0,             0.00736,             0.00736,             0.00736
                  82,            0.027669,           0.0060817,                   0,             0.55032,             0.34615,             0.32541,             0.12061,            0.066359,            0.013947,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.028424,           0.0056679,                   0,             0.46596,             0.34615,             0.27719,            0.097914,            0.066424,            0.014416,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.030847,           0.0058535,                   0,             0.50675,             0.34615,             0.29204,            0.099305,            0.066591,            0.014099,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.030794,           0.0052803,                   0,             0.53608,              0.3112,             0.29715,             0.12333,            0.064923,            0.014175,                   0,            0.007228,            0.007228,            0.007228
